epoch,phase,train_loss,train_acc,val_loss,val_acc,lr_head,lr_backbone
0,warmup,1.8300745066474466,0.3088235294117647,1.115087421501384,0.4411764705882353,0.0009045084971874737,0.0009045084971874737
1,warmup,1.1623496167800005,0.47794117647058826,1.1177109742865843,0.4117647058823529,0.0006545084971874737,0.0006545084971874737
2,warmup,0.9737664671505198,0.5808823529411765,0.9973354234414942,0.4411764705882353,0.00034549150281252633,0.00034549150281252633
3,warmup,1.1039903724894804,0.4852941176470588,0.8486789850627675,0.5588235294117647,9.549150281252633e-05,9.549150281252633e-05
4,warmup,1.0113161942538094,0.45588235294117646,0.8500738100093954,0.5588235294117647,0.0,0.0
5,finetune,0.9686124955906588,0.5588235294117647,0.7976241961998098,0.7352941176470589,9.987820251299122e-05,9.987820251299121e-06
6,finetune,1.0508840960614823,0.4485294117647059,0.8233753898564506,0.6764705882352942,9.951340343707852e-05,9.951340343707852e-06
7,finetune,0.98053179768955,0.4264705882352941,0.7908640696721918,0.7352941176470589,9.890738003669029e-05,9.890738003669029e-06
8,finetune,1.052018221686868,0.40441176470588236,0.7986905101467582,0.7647058823529411,9.806308479691595e-05,9.806308479691595e-06
9,finetune,1.024837150293238,0.4852941176470588,0.7684859650976518,0.7647058823529411,9.698463103929544e-05,9.698463103929542e-06
10,finetune,1.0936175199115978,0.5,0.7669971374904409,0.7647058823529411,9.567727288213005e-05,9.567727288213003e-06
11,finetune,0.9892753047101638,0.5735294117647058,0.7680878095767077,0.7647058823529411,9.414737964294636e-05,9.414737964294634e-06
12,finetune,1.0180934597464169,0.5735294117647058,0.7768074063693776,0.7647058823529411,9.24024048078213e-05,9.240240480782128e-06
13,finetune,0.9225288980147418,0.5367647058823529,0.7493003834696377,0.8235294117647058,9.045084971874738e-05,9.045084971874737e-06
14,finetune,0.9115674635943245,0.5661764705882353,0.7418863212361055,0.7941176470588235,8.830222215594889e-05,8.830222215594889e-06
15,finetune,1.0054283107028288,0.5514705882352942,0.7786766711403342,0.7352941176470589,8.596699001693255e-05,8.596699001693255e-06
16,finetune,0.8849423492656034,0.6691176470588235,0.7334336515735177,0.7352941176470589,8.34565303179429e-05,8.34565303179429e-06
17,finetune,0.9876928539837108,0.7132352941176471,0.7338078442741843,0.7647058823529411,8.07830737662829e-05,8.07830737662829e-06
18,finetune,0.9845732871223899,0.6544117647058824,0.7332114664947286,0.7647058823529411,7.795964517353733e-05,7.795964517353732e-06
19,finetune,0.8952476978302002,0.7352941176470589,0.7290181535131791,0.7647058823529411,7.5e-05,7.4999999999999985e-06
20,finetune,0.8557131395620459,0.7205882352941176,0.763288594344083,0.8235294117647058,7.191855733945387e-05,7.191855733945386e-06
21,finetune,0.8929608183748582,0.6397058823529411,0.7275465551544639,0.8235294117647058,6.87303296707956e-05,6.873032967079559e-06
22,finetune,0.8911740078645594,0.5294117647058824,0.7264750249245587,0.7941176470588235,6.545084971874738e-05,6.545084971874737e-06
23,finetune,0.8266900497324327,0.5882352941176471,0.7634584263843649,0.7647058823529411,6.20960947799834e-05,6.209609477998339e-06
24,finetune,0.8867686986923218,0.41911764705882354,0.7106240882593042,0.7647058823529411,5.868240888334654e-05,5.868240888334652e-06
25,finetune,0.9299245792276719,0.625,0.7011894022717196,0.8235294117647058,5.522642316338269e-05,5.522642316338267e-06
26,finetune,0.9959523607702816,0.5588235294117647,0.714724905350629,0.8235294117647058,5.174497483512507e-05,5.174497483512505e-06
27,finetune,0.8911653967464671,0.6544117647058824,0.7109073663459105,0.7941176470588235,4.8255025164874976e-05,4.825502516487496e-06
28,finetune,0.8187911790959975,0.6102941176470589,0.7025841404409969,0.8529411764705882,4.4773576836617344e-05,4.477357683661733e-06
29,finetune,0.9837337802438175,0.6911764705882353,0.7003494886791005,0.8529411764705882,4.1317591116653494e-05,4.131759111665348e-06
30,finetune,1.0140615841921639,0.5661764705882353,0.7108099092455471,0.7941176470588235,3.790390522001661e-05,3.7903905220016605e-06
31,finetune,0.8180929562624764,0.5441176470588235,0.7438654128242942,0.8235294117647058,3.4549150281252636e-05,3.454915028125263e-06
32,finetune,0.8996806565453025,0.6691176470588235,0.7275601450134727,0.8235294117647058,3.12696703292044e-05,3.1269670329204395e-06
33,finetune,0.8751968495986041,0.5808823529411765,0.6991439970100627,0.7352941176470589,2.8081442660546125e-05,2.808144266054612e-06
34,finetune,0.9548332410700181,0.5441176470588235,0.699337536797804,0.7647058823529411,2.500000000000001e-05,2.5000000000000006e-06
