epoch,phase,train_loss,train_acc,val_loss,val_acc,lr_head,lr_backbone
0,warmup,1.8955243054558248,0.29411764705882354,1.5592043469933903,0.5,0.0009045084971874737,0.0009045084971874737
1,warmup,1.327668877208934,0.36764705882352944,1.049390947117525,0.5882352941176471,0.0006545084971874737,0.0006545084971874737
2,warmup,1.1873057730057661,0.4852941176470588,1.1814373451120712,0.4117647058823529,0.00034549150281252633,0.00034549150281252633
3,warmup,1.1977058789309334,0.375,1.056919210097369,0.5882352941176471,9.549150281252633e-05,9.549150281252633e-05
4,warmup,1.1937195202883553,0.45588235294117646,0.9734428384724785,0.5882352941176471,0.0,0.0
5,finetune,1.0835151461993946,0.5,0.9664071745732251,0.5588235294117647,9.987820251299122e-05,9.987820251299121e-06
6,finetune,1.089148675694185,0.47794117647058826,0.9341535533175749,0.5882352941176471,9.951340343707852e-05,9.951340343707852e-06
7,finetune,1.0816906971089981,0.4632352941176471,0.9206500368959764,0.5882352941176471,9.890738003669029e-05,9.890738003669029e-06
8,finetune,1.0498876992393942,0.5735294117647058,0.9134746264008915,0.5882352941176471,9.806308479691595e-05,9.806308479691595e-06
9,finetune,0.9972917016814736,0.5661764705882353,0.9029014881919412,0.5882352941176471,9.698463103929544e-05,9.698463103929542e-06
10,finetune,0.8614075464360854,0.6397058823529411,0.9033417263451744,0.5882352941176471,9.567727288213005e-05,9.567727288213003e-06
11,finetune,1.0288747829549454,0.4411764705882353,0.8958262310308569,0.5882352941176471,9.414737964294636e-05,9.414737964294634e-06
12,finetune,1.0447360697914572,0.6397058823529411,0.908575664548313,0.6176470588235294,9.24024048078213e-05,9.240240480782128e-06
13,finetune,0.9584494233131409,0.6764705882352942,0.9138712637564715,0.5294117647058824,9.045084971874738e-05,9.045084971874737e-06
14,finetune,0.9726276783382192,0.6985294117647058,0.910389079767115,0.5294117647058824,8.830222215594889e-05,8.830222215594889e-06
15,finetune,0.9583776207531199,0.6397058823529411,0.8950132973053876,0.5588235294117647,8.596699001693255e-05,8.596699001693255e-06
16,finetune,0.9948396402246812,0.4411764705882353,0.9104349245043362,0.5294117647058824,8.34565303179429e-05,8.34565303179429e-06
17,finetune,0.882961252156426,0.45588235294117646,0.8983686987091514,0.5294117647058824,8.07830737662829e-05,8.07830737662829e-06
18,finetune,1.006758402375614,0.5220588235294118,0.9011290704502779,0.6176470588235294,7.795964517353733e-05,7.795964517353732e-06
19,finetune,0.952847354552325,0.6029411764705882,0.889569293050205,0.6470588235294118,7.5e-05,7.4999999999999985e-06
20,finetune,0.9025386992622825,0.5735294117647058,0.889188033692977,0.6764705882352942,7.191855733945387e-05,7.191855733945386e-06
21,finetune,0.8331283050424912,0.47794117647058826,0.9036195839152616,0.6470588235294118,6.87303296707956e-05,6.873032967079559e-06
22,finetune,0.9088765277582056,0.75,0.8997891668011161,0.7058823529411765,6.545084971874738e-05,6.545084971874737e-06
23,finetune,0.9142918586730957,0.7426470588235294,0.921872186310151,0.5882352941176471,6.20960947799834e-05,6.209609477998339e-06
24,finetune,0.9468194106045891,0.5294117647058824,0.9060450599474066,0.6176470588235294,5.868240888334654e-05,5.868240888334652e-06
25,finetune,0.8540159323636223,0.6544117647058824,0.8975804640966303,0.5294117647058824,5.522642316338269e-05,5.522642316338267e-06
26,finetune,0.9441459249047672,0.4485294117647059,0.8955787823480719,0.5588235294117647,5.174497483512507e-05,5.174497483512505e-06
27,finetune,0.9492307971505558,0.47794117647058826,0.8934302873471204,0.6470588235294118,4.8255025164874976e-05,4.825502516487496e-06
28,finetune,0.9828468420926262,0.5882352941176471,0.9073227065451005,0.6176470588235294,4.4773576836617344e-05,4.477357683661733e-06
29,finetune,0.7842749672777513,0.7720588235294118,0.9454282942940208,0.6470588235294118,4.1317591116653494e-05,4.131759111665348e-06
30,finetune,0.8350754520472359,0.39705882352941174,0.9532824263853186,0.6470588235294118,3.790390522001661e-05,3.7903905220016605e-06
