epoch,phase,train_loss,train_acc,val_loss,val_acc,lr_head,lr_backbone
0,warmup,2.8313965189690684,0.28431372549019607,1.4032498738344978,0.23529411764705882,0.00075,0.00075
1,warmup,1.4484996795654297,0.28431372549019607,1.3368284351685469,0.5,0.0002500000000000001,0.0002500000000000001
2,warmup,1.2608970450420005,0.4117647058823529,1.1214951417025398,0.5294117647058824,0.0,0.0
3,finetune,1.2022725974812227,0.3235294117647059,1.0593147803755367,0.6470588235294118,9.829629131445342e-05,9.829629131445342e-06
4,finetune,1.143433561512068,0.5490196078431373,1.016615275074454,0.6764705882352942,9.330127018922195e-05,9.330127018922195e-06
5,finetune,1.2050611014459647,0.3431372549019608,0.9987544767996844,0.6470588235294118,8.535533905932738e-05,8.535533905932739e-06
6,finetune,1.181816115098841,0.30392156862745096,0.9940440514508415,0.6470588235294118,7.500000000000001e-05,7.500000000000002e-06
7,finetune,1.086016245916778,0.4411764705882353,0.984862299526439,0.6470588235294118,6.294095225512605e-05,6.294095225512605e-06
8,finetune,1.0800065854016472,0.4411764705882353,0.9820213458117317,0.6470588235294118,5.000000000000001e-05,5.000000000000001e-06
9,finetune,1.092452236250335,0.37254901960784315,0.978138127747704,0.6470588235294118,3.705904774487398e-05,3.7059047744873977e-06
10,finetune,1.1320139637180404,0.4411764705882353,0.9718418156399447,0.6764705882352942,2.5000000000000018e-05,2.500000000000002e-06
11,finetune,1.2460007398736244,0.35294117647058826,0.9682793371817645,0.6470588235294118,1.4644660940672632e-05,1.4644660940672633e-06
12,finetune,1.0705107064808117,0.43137254901960786,0.9674006700515747,0.6470588235294118,6.698729810778067e-06,6.698729810778067e-07
13,finetune,1.1420044758740593,0.5,0.9669078307993272,0.6470588235294118,1.7037086855465907e-06,1.7037086855465907e-07
14,finetune,1.133778593119453,0.43137254901960786,0.9669478430467493,0.6470588235294118,0.0,0.0
