brightness,contrast,symmetry,edge_density,fragmentation,vacuole_count,gradcam_centrality,correct,y_true,y_pred,confidence,image_path
0.5511220113045219,0.07049506052040984,0.9502466611644658,0.09137834821428571,8.548965486752891,0.0,0.33544784784317017,0,3AA,3CC,0.5204352,/content/code-base/code-base/EMBRIO GRADE DATASET/3AA/3AA (14).bmp
0.5663727991196479,0.07815398659151251,0.9332830007002801,0.12484056122448979,11.065906484016823,0.0,0.5533728003501892,1,3AA,3AA,0.5846959,/content/code-base/code-base/EMBRIO GRADE DATASET/3AA/3AA (19).bmp
0.6208498243047219,0.06381489652923758,0.9433156074929971,0.10229990433673469,6.904973256357011,0.0,0.6289128661155701,1,3AA,3AA,0.7590562,/content/code-base/code-base/EMBRIO GRADE DATASET/3AA/3AA (27).bmp
0.5480335884353742,0.08172366398762762,0.9358383978591437,0.11126833545918367,12.96995133593399,0.0,0.5868887901306152,0,3AA,4AA,0.6040214,/content/code-base/code-base/EMBRIO GRADE DATASET/3AA/3AA (29).bmp
0.5572179653111244,0.07106346111171907,0.9454026923269307,0.11941964285714286,9.257445846066679,0.0,0.6390260457992554,1,3AA,3AA,0.5640114,/content/code-base/code-base/EMBRIO GRADE DATASET/3AA/3AA (30).bmp
0.5503046531112445,0.07175404837325335,0.9441464085634254,0.1201969068877551,9.804534778803104,0.0,0.7139238715171814,1,3AA,3AA,0.47496653,/content/code-base/code-base/EMBRIO GRADE DATASET/3AA/3AA (6).bmp
0.5493579463035214,0.078608905820257,0.9368033150760304,0.11144770408163265,10.984479276003315,0.0,0.551068902015686,1,3AA,3AA,0.65170395,/content/code-base/code-base/EMBRIO GRADE DATASET/3AA/3AA.bmp
0.5505283363345338,0.073382897357464,0.9483355842336935,0.10226004464285714,10.72126430377698,0.0,0.5382221937179565,1,3AA,3AA,0.49135187,/content/code-base/code-base/EMBRIO GRADE DATASET/3AA/3BA (4).bmp
0.5491264474539815,0.0797128457762037,0.9352014243197279,0.1272919323979592,13.382546863096747,0.0,0.47184449434280396,0,3CC,4AA,0.5121041,/content/code-base/code-base/EMBRIO GRADE DATASET/3CC/3BB (3).bmp
0.5511167748349339,0.06746845303582724,0.9507635866846739,0.10463169642857142,10.142664880411768,0.0,0.3324505686759949,1,3CC,3CC,0.4395513,/content/code-base/code-base/EMBRIO GRADE DATASET/3CC/3BB (5).bmp
